旅客记录号,乘客数,到达航班,到达日期,出发航班,出发日期
T2400,1,NV6719,2018/1/20,NV656,2018/1/20
T2401,2,NV6719,2018/1/20,NV616,2018/1/20
T2402,2,NV6719,2018/1/20,NV616,2018/1/20
T2403,1,NV6719,2018/1/20,NV6556,2018/1/20
T2404,1,NV6719,2018/1/20,NV686,2018/1/20
T2405,2,NV383,2018/1/20,NV6574,2018/1/20
T2406,2,NV383,2018/1/20,NV6574,2018/1/20
T2407,1,NV383,2018/1/20,NV6574,2018/1/20
T2408,2,NV383,2018/1/20,NV6685,2018/1/20
T2409,1,NV383,2018/1/20,NV6685,2018/1/20
T2410,1,NV383,2018/1/20,NV616,2018/1/20
T2411,2,NV383,2018/1/20,NV6742,2018/1/20
T2412,2,NV383,2018/1/20,NV6742,2018/1/20
T2413,2,NV383,2018/1/20,NV6742,2018/1/20
T2414,2,NV383,2018/1/20,NV6742,2018/1/20
T2415,2,NV383,2018/1/20,NV6742,2018/1/20
T2416,2,NV383,2018/1/20,NV6742,2018/1/20
T2417,2,NV383,2018/1/20,GN0348,2018/1/20
T2418,2,NV383,2018/1/20,NV0746,2018/1/20
T2419,1,NV383,2018/1/20,NV0746,2018/1/20
T2420,1,NV383,2018/1/20,NV629,2018/1/20
T2421,1,NV6727,2018/1/20,NV6116,2018/1/20
T2422,1,NV6153,2018/1/20,NV3465,2018/1/20
T2423,2,NV6153,2018/1/20,NV656,2018/1/20
T2424,2,NV6153,2018/1/20,NV656,2018/1/20
T2425,1,NV6153,2018/1/20,NV656,2018/1/20
T2426,1,NV6153,2018/1/20,NV616,2018/1/20
T2427,2,NV6153,2018/1/20,NV6742,2018/1/20
T2428,1,NV6153,2018/1/20,NV6556,2018/1/20
T2429,1,NV6153,2018/1/20,NV0746,2018/1/20
T2430,2,NV6153,2018/1/20,NV629,2018/1/20
T2431,2,NV6153,2018/1/20,NV629,2018/1/20
T2432,2,NV6153,2018/1/20,NV3273,2018/1/20
T2433,1,NV6928,2018/1/20,NV3702,2018/1/20
T2434,2,NV6575,2018/1/20,NV616,2018/1/20
T2435,2,NV6575,2018/1/20,NV382,2018/1/20
T2436,2,NV6575,2018/1/20,NV382,2018/1/20
T2437,2,NV6575,2018/1/20,NV382,2018/1/20
T2438,2,NV6575,2018/1/20,NV382,2018/1/20
T2439,2,NV6575,2018/1/20,NV382,2018/1/20
T2440,2,NV6575,2018/1/20,NV382,2018/1/20
T2441,1,NV6575,2018/1/20,NV686,2018/1/20
T2442,1,NV6575,2018/1/20,NV686,2018/1/20
T2443,1,NV6575,2018/1/20,NV302,2018/1/20
T2444,1,NV6575,2018/1/20,NV302,2018/1/20
T2445,1,NV6575,2018/1/20,NV6162,2018/1/20
T2446,2,NV6575,2018/1/20,NV6162,2018/1/20
T2447,2,NV6575,2018/1/20,NV6162,2018/1/20
T2448,1,NV6575,2018/1/20,NV6162,2018/1/20
T2449,1,NV6575,2018/1/20,NV642,2018/1/20
T2450,1,NV6575,2018/1/20,NV642,2018/1/20
T2451,2,NV6575,2018/1/20,NV830,2018/1/20
T2452,2,NV6575,2018/1/20,NV830,2018/1/20
T2453,2,NV6575,2018/1/20,NV830,2018/1/20
T2454,2,NV6575,2018/1/20,NV830,2018/1/20
T2455,2,NV6575,2018/1/20,NV830,2018/1/20
T2456,2,NV6575,2018/1/20,NV830,2018/1/20
T2457,2,NV6575,2018/1/20,NV830,2018/1/20
T2458,2,NV6575,2018/1/20,NV830,2018/1/20
T2459,2,NV6575,2018/1/20,NV830,2018/1/20
T2460,2,NV6575,2018/1/20,NV830,2018/1/20
T2461,1,NV6575,2018/1/20,NV830,2018/1/20
T2462,2,NV6575,2018/1/20,NV830,2018/1/20
T2463,2,NV3654,2018/1/20,NV686,2018/1/20
T2464,1,NV3654,2018/1/20,NV686,2018/1/20
T2465,1,NV3654,2018/1/20,NV682,2018/1/20
T2466,1,NV3654,2018/1/20,NV638,2018/1/20
T2467,1,NV3654,2018/1/20,NV304,2018/1/20
T2468,1,NV3654,2018/1/20,NV3702,2018/1/20
T2469,1,NV3654,2018/1/20,NV642,2018/1/20
T2470,2,NV3654,2018/1/20,NV830,2018/1/20
T2471,2,NV3654,2018/1/20,NV830,2018/1/20
T2472,2,NV3654,2018/1/20,NV830,2018/1/20
T2473,1,NV3654,2018/1/20,NV830,2018/1/20
T2474,2,NV6171,2018/1/20,NV6685,2018/1/20
T2475,2,NV6171,2018/1/20,NV656,2018/1/20
T2476,2,NV6171,2018/1/20,NV656,2018/1/20
T2477,2,NV6171,2018/1/20,NV656,2018/1/20
T2478,2,NV6171,2018/1/20,NV656,2018/1/20
T2479,2,NV6171,2018/1/20,NV656,2018/1/20
T2480,2,NV6171,2018/1/20,NV616,2018/1/20
T2481,2,NV6171,2018/1/20,NV616,2018/1/20
T2482,2,NV6171,2018/1/20,NV616,2018/1/20
T2483,2,NV6171,2018/1/20,NV616,2018/1/20
T2484,2,NV6171,2018/1/20,NV616,2018/1/20
T2485,1,NV6171,2018/1/20,NV616,2018/1/20
T2486,1,NV6171,2018/1/20,NV6556,2018/1/20
T2487,1,NV6171,2018/1/20,NV6736,2018/1/20
T2488,1,NV6171,2018/1/20,NV629,2018/1/20
T2489,1,NV6171,2018/1/20,NV6462,2018/1/20
T2490,2,NV6171,2018/1/20,NV3273,2018/1/20
T2491,2,NV6171,2018/1/20,NV3273,2018/1/20
T2492,2,NV6171,2018/1/20,NV3273,2018/1/20
T2493,1,NV6171,2018/1/20,NV3273,2018/1/20
T2494,2,NV873,2018/1/20,NV6736,2018/1/20
T2495,2,NV873,2018/1/20,NV629,2018/1/20
T2496,1,NV873,2018/1/20,NV629,2018/1/20
T2497,1,NV873,2018/1/20,NV6308,2018/1/20
T2498,2,NV6709,2018/1/20,NV656,2018/1/20
T2499,2,NV6709,2018/1/20,NV656,2018/1/20
T2500,2,NV6709,2018/1/20,NV656,2018/1/20
T2501,2,NV6709,2018/1/20,NV656,2018/1/20
T2502,1,NV6709,2018/1/20,NV656,2018/1/20
T2503,2,NV6709,2018/1/20,NV616,2018/1/20
T2504,2,NV6709,2018/1/20,NV6742,2018/1/20
T2505,2,NV6709,2018/1/20,NV642,2018/1/20
T2506,2,NV6709,2018/1/20,NV642,2018/1/20
T2507,2,NV6709,2018/1/20,NV834,2018/1/20
T2508,2,GN0477,2018/1/20,NV686,2018/1/20
T2509,1,NV6685,2018/1/20,NV6736,2018/1/20
T2510,2,NV6685,2018/1/20,NV6726,2018/1/20
T2511,1,NV6685,2018/1/20,NV6726,2018/1/20
T2512,1,NV6685,2018/1/20,NV3702,2018/1/20
T2513,2,NV6685,2018/1/20,NV830,2018/1/20
T2514,1,NV6685,2018/1/20,NV831,2018/1/20
T2515,1,NV6711,2018/1/20,NV382,2018/1/20
T2516,1,NV6711,2018/1/20,NV302,2018/1/20
T2517,1,NV6711,2018/1/20,NV6162,2018/1/20
T2518,2,NV6711,2018/1/20,NV3702,2018/1/20
T2519,2,NV6711,2018/1/20,NV642,2018/1/20
T2520,2,NV6711,2018/1/20,NV848,2018/1/20
T2521,1,NV6711,2018/1/20,NV848,2018/1/20
T2522,1,NV613,2018/1/20,NV682,2018/1/20
T2523,1,NV613,2018/1/20,NV638,2018/1/20
T2524,2,NV613,2018/1/20,NV6726,2018/1/20
T2525,1,NV613,2018/1/20,NV6726,2018/1/20
T2526,2,NV613,2018/1/20,NV6710,2018/1/20
T2527,1,NV613,2018/1/20,NV6710,2018/1/20
T2528,2,GN0423,2018/1/20,NV686,2018/1/20
T2529,2,NV629,2018/1/20,NV3273,2018/1/20
T2530,1,NV629,2018/1/20,NV3277,2018/1/20
T2531,1,NV629,2018/1/20,NV6308,2018/1/20
T2532,2,NV629,2018/1/20,NV834,2018/1/20
T2533,1,NV629,2018/1/20,NV834,2018/1/20
T2534,2,NV629,2018/1/20,NV848,2018/1/20
T2535,1,NV382,2018/1/20,NV686,2018/1/20
T2536,2,NV382,2018/1/20,NV682,2018/1/20
T2537,2,NV382,2018/1/20,NV682,2018/1/20
T2538,2,NV382,2018/1/20,NV638,2018/1/20
T2539,2,NV382,2018/1/20,NV638,2018/1/20
T2540,2,NV382,2018/1/20,NV638,2018/1/20
T2541,2,NV382,2018/1/20,NV638,2018/1/20
T2542,2,NV382,2018/1/20,NV638,2018/1/20
T2543,2,NV382,2018/1/20,NV638,2018/1/20
T2544,2,NV382,2018/1/20,NV638,2018/1/20
T2545,2,NV382,2018/1/20,NV642,2018/1/20
T2546,2,NV382,2018/1/20,NV624,2018/1/20
T2547,1,NV382,2018/1/20,NV624,2018/1/20
T2548,2,NV382,2018/1/20,NV308,2018/1/20
T2549,2,NV382,2018/1/20,NV308,2018/1/20
T2550,2,NV382,2018/1/20,NV308,2018/1/20
T2551,2,NV382,2018/1/20,NV860,2018/1/20
T2552,2,NV6453,2018/1/20,NV686,2018/1/20
T2553,1,NV6453,2018/1/20,NV686,2018/1/20
T2554,2,NV6453,2018/1/20,NV304,2018/1/20
T2555,1,NV6453,2018/1/20,NV304,2018/1/20
T2556,1,NV6453,2018/1/20,NV3702,2018/1/20
T2557,1,NV6453,2018/1/20,NV642,2018/1/20
T2558,1,NV6453,2018/1/20,NV830,2018/1/20
T2559,2,NV6453,2018/1/20,NV308,2018/1/20
T2560,1,NV657,2018/1/20,NV682,2018/1/20
T2561,2,NV657,2018/1/20,NV6162,2018/1/20
T2562,2,NV657,2018/1/20,NV6162,2018/1/20
T2563,2,NV657,2018/1/20,NV3702,2018/1/20
T2564,1,NV657,2018/1/20,NV3702,2018/1/20
T2565,2,NV657,2018/1/20,NV308,2018/1/20
T2566,2,NV657,2018/1/20,NV308,2018/1/20
T2567,2,NV657,2018/1/20,NV308,2018/1/20
T2568,1,NV657,2018/1/20,NV308,2018/1/20
T2569,1,NV3632,2018/1/20,NV860,2018/1/20
T2570,1,NV641,2018/1/20,NV624,2018/1/20
T2571,2,NV641,2018/1/20,NV860,2018/1/20
T2572,2,NV302,2018/1/20,NV638,2018/1/20
T2573,1,NV302,2018/1/20,NV638,2018/1/20
T2574,2,NV302,2018/1/20,NV642,2018/1/20
T2575,2,NV302,2018/1/20,NV642,2018/1/20
T2576,2,NV302,2018/1/20,NV642,2018/1/20
T2577,1,NV6265,2018/1/20,NV308,2018/1/20
T2578,2,NV6265,2018/1/20,NV860,2018/1/20
T2579,2,NV6265,2018/1/20,NV860,2018/1/20
T2580,1,NV627,2018/1/20,NV6710,2018/1/20
T2581,1,NV627,2018/1/20,NV308,2018/1/20
T2582,2,NV627,2018/1/20,NV860,2018/1/20
T2583,1,NV6657,2018/1/20,NV638,2018/1/20
T2584,1,NV6657,2018/1/20,NV304,2018/1/20
T2585,1,NV6657,2018/1/20,NV834,2018/1/20
T2586,1,NV6657,2018/1/20,NV848,2018/1/20
T2587,1,NV6657,2018/1/20,NV860,2018/1/20
T2588,1,NV813,2018/1/20,NV638,2018/1/20
T2589,2,NV813,2018/1/20,NV3702,2018/1/20
T2590,1,NV813,2018/1/20,NV308,2018/1/20
T2591,1,NV6910,2018/1/20,NV688,2018/1/20
T2592,2,NV6715,2018/1/20,NV642,2018/1/20
T2593,2,NV6715,2018/1/20,NV834,2018/1/20
T2594,1,NV6715,2018/1/20,NV834,2018/1/20
T2595,2,NV6715,2018/1/20,NV624,2018/1/20
T2596,1,NV6715,2018/1/20,NV624,2018/1/20
T2597,1,NV6715,2018/1/20,NV308,2018/1/20
T2598,2,NV6715,2018/1/20,NV658,2018/1/20
T2599,2,NV6715,2018/1/20,NV658,2018/1/20
T2600,1,NV3515,2018/1/20,NV688,2018/1/20
T2601,1,NV6671,2018/1/20,NV688,2018/1/20
T2602,1,NV3260,2018/1/20,NV642,2018/1/20
T2603,2,NV3260,2018/1/20,NV830,2018/1/20
T2604,2,NV3260,2018/1/20,NV308,2018/1/20
T2605,2,NV3260,2018/1/20,NV308,2018/1/20
T2606,2,NV3260,2018/1/20,NV308,2018/1/20
T2607,2,NV3260,2018/1/20,NV308,2018/1/20
T2608,2,NV3260,2018/1/20,NV860,2018/1/20
T2609,2,NV3260,2018/1/20,NV860,2018/1/20
T2610,1,NV3260,2018/1/20,NV860,2018/1/20
T2611,2,NV3260,2018/1/20,NV672,2018/1/20
T2612,2,NV3260,2018/1/20,NV688,2018/1/20
T2613,2,NV3260,2018/1/20,NV688,2018/1/20
T2614,2,NV3260,2018/1/20,NV688,2018/1/20
T2615,2,NV6225,2018/1/20,NV308,2018/1/20
T2616,2,NV6225,2018/1/20,NV308,2018/1/20
T2617,2,NV6377,2018/1/20,NV831,2018/1/20
T2618,2,NV3197,2018/1/20,NV6784,2018/1/20
T2619,2,NV3197,2018/1/20,NV6784,2018/1/20
T2620,1,NV3197,2018/1/20,NV672,2018/1/20
T2621,1,NV3702,2018/1/20,NV642,2018/1/20
T2622,1,NV3702,2018/1/20,NV830,2018/1/20
T2623,2,NV3702,2018/1/20,NV848,2018/1/20
T2624,1,NV3702,2018/1/20,NV848,2018/1/20
T2625,2,NV3702,2018/1/20,NV308,2018/1/20
T2626,2,NV3702,2018/1/20,NV308,2018/1/20
T2627,1,NV3702,2018/1/20,NV308,2018/1/20
T2628,2,NV3702,2018/1/20,NV860,2018/1/20
T2629,2,NV3702,2018/1/20,NV860,2018/1/20
T2630,1,NV3702,2018/1/20,NV688,2018/1/20
T2631,2,NV304,2018/1/20,NV642,2018/1/20
T2632,1,NV304,2018/1/20,NV642,2018/1/20
T2633,1,NV304,2018/1/20,NV848,2018/1/20
T2634,2,NV304,2018/1/20,NV308,2018/1/20
T2635,2,NV304,2018/1/20,NV308,2018/1/20
T2636,1,NV304,2018/1/20,NV308,2018/1/20
T2637,1,NV635,2018/1/20,NV834,2018/1/20
T2638,1,NV635,2018/1/20,NV3631,2018/1/20
T2639,1,NV635,2018/1/20,NV3410,2018/1/20
T2640,1,NV635,2018/1/20,NV6784,2018/1/20
T2641,1,NV635,2018/1/20,NV308,2018/1/20
T2642,1,NV635,2018/1/20,NV6588,2018/1/20
T2643,2,NV635,2018/1/20,NV672,2018/1/20
T2644,2,NV635,2018/1/20,NV672,2018/1/20
T2645,2,NV635,2018/1/20,NV859,2018/1/20
T2646,2,NV635,2018/1/20,NV859,2018/1/20
T2647,2,NV635,2018/1/20,NV859,2018/1/20
T2648,2,NV635,2018/1/20,NV859,2018/1/20
T2649,2,NV635,2018/1/20,NV859,2018/1/20
T2650,2,NV635,2018/1/20,NV859,2018/1/20
T2651,2,NV635,2018/1/20,NV859,2018/1/20
T2652,2,NV635,2018/1/20,NV859,2018/1/20
T2653,2,NV635,2018/1/20,NV859,2018/1/20
T2654,2,NV307,2018/1/20,NV6784,2018/1/20
T2655,1,NV307,2018/1/20,NV6528,2018/1/20
T2656,1,NV391,2018/1/20,NV658,2018/1/20
T2657,2,NV6457,2018/1/20,NV6720,2018/1/20
T2658,2,NV6457,2018/1/20,NV6720,2018/1/20
T2659,2,NV6457,2018/1/20,NV6720,2018/1/20
T2660,2,NV6457,2018/1/20,NV688,2018/1/20
T2661,2,NV6717,2018/1/20,NV834,2018/1/20
T2662,1,NV6717,2018/1/20,NV658,2018/1/20
T2663,1,NV6119,2018/1/20,NV3787,2018/1/20
T2664,1,NV6119,2018/1/20,NV3631,2018/1/20
T2665,1,NV6119,2018/1/20,NV831,2018/1/20
T2666,2,NV6119,2018/1/20,NV3131,2018/1/20
T2667,2,NV6119,2018/1/20,NV6784,2018/1/20
T2668,2,NV6119,2018/1/20,NV6784,2018/1/20
T2669,1,NV6119,2018/1/20,NV6784,2018/1/20
T2670,2,NV6119,2018/1/20,NV308,2018/1/20
T2671,2,NV6119,2018/1/20,NV308,2018/1/20
T2672,2,NV6119,2018/1/20,NV6720,2018/1/20
T2673,2,NV6119,2018/1/20,NV6720,2018/1/20
T2674,1,NV6119,2018/1/20,NV6325,2018/1/20
T2675,2,NV6119,2018/1/20,NV688,2018/1/20
T2676,1,NV6119,2018/1/20,NV688,2018/1/20
T2677,1,NV6119,2018/1/20,NV859,2018/1/20
T2678,1,NV6145,2018/1/20,NV3787,2018/1/20
T2679,2,NV6145,2018/1/20,NV831,2018/1/20
T2680,1,NV6145,2018/1/20,NV831,2018/1/20
T2681,2,NV6145,2018/1/20,NV3131,2018/1/20
T2682,1,NV6145,2018/1/20,NV3131,2018/1/20
T2683,2,NV6145,2018/1/20,NV848,2018/1/20
T2684,1,NV6145,2018/1/20,NV848,2018/1/20
T2685,2,NV6145,2018/1/20,NV308,2018/1/20
T2686,2,NV6145,2018/1/20,NV308,2018/1/20
T2687,2,NV6145,2018/1/20,NV308,2018/1/20
T2688,2,NV6145,2018/1/20,NV308,2018/1/20
T2689,2,NV6145,2018/1/20,NV308,2018/1/20
T2690,2,NV6145,2018/1/20,NV860,2018/1/20
T2691,1,NV6145,2018/1/20,NV860,2018/1/20
T2692,2,NV6145,2018/1/20,NV6588,2018/1/20
T2693,2,NV6145,2018/1/20,NV672,2018/1/20
T2694,2,NV6145,2018/1/20,NV658,2018/1/20
T2695,2,NV6145,2018/1/20,NV658,2018/1/20
T2696,2,NV6145,2018/1/20,NV658,2018/1/20
T2697,2,NV6145,2018/1/20,NV658,2018/1/20
T2698,1,NV6145,2018/1/20,NV658,2018/1/20
T2699,1,NV6145,2018/1/20,NV6325,2018/1/20
T2700,2,NV6145,2018/1/20,NV688,2018/1/20
T2701,2,NV6145,2018/1/20,NV688,2018/1/20
T2702,2,NV6145,2018/1/20,NV633,2018/1/20
T2703,2,NV6145,2018/1/20,NV6544,2018/1/20
T2704,2,NV6145,2018/1/20,NV3655,2018/1/20
T2705,2,NV6145,2018/1/20,NV6478,2018/1/20
T2706,2,NV6145,2018/1/20,NV6478,2018/1/20
T2707,2,NV6145,2018/1/20,NV6478,2018/1/20
T2708,2,NV6145,2018/1/20,NV826,2018/1/20
T2709,2,NV6145,2018/1/20,NV826,2018/1/20
T2710,1,NV6145,2018/1/20,NV826,2018/1/20
T2711,1,NV619,2018/1/20,NV831,2018/1/20
T2712,2,NV619,2018/1/20,NV6784,2018/1/20
T2713,2,NV619,2018/1/20,NV6784,2018/1/20
T2714,2,NV619,2018/1/20,NV6784,2018/1/20
T2715,2,NV619,2018/1/20,NV308,2018/1/20
T2716,2,NV619,2018/1/20,NV308,2018/1/20
T2717,1,NV619,2018/1/20,NV308,2018/1/20
T2718,1,NV619,2018/1/20,NV6720,2018/1/20
T2719,2,NV619,2018/1/20,NV688,2018/1/20
T2720,2,NV619,2018/1/20,NV6714,2018/1/20
T2721,2,NV619,2018/1/20,NV6714,2018/1/20
T2722,2,NV6301,2018/1/20,NV6720,2018/1/20
T2723,1,NV6301,2018/1/20,NV6325,2018/1/20
T2724,2,NV6301,2018/1/20,NV6714,2018/1/20
T2725,2,NV6301,2018/1/20,NV6714,2018/1/20
T2726,2,NV6301,2018/1/20,NV6714,2018/1/20
T2727,1,NV6301,2018/1/20,NV6714,2018/1/20
T2728,2,NV3786,2018/1/20,NV658,2018/1/20
T2729,1,NV3786,2018/1/20,NV699,2018/1/20
T2730,1,NV3131,2018/1/20,NV6297,2018/1/20
T2731,1,NV3131,2018/1/20,NV6714,2018/1/20
T2732,1,NV3131,2018/1/20,NV6578,2018/1/20
T2733,1,NV3131,2018/1/20,NV699,2018/1/20
T2734,2,NV6489,2018/1/20,NV6784,2018/1/20
T2735,2,NV6489,2018/1/20,NV6714,2018/1/20
T2736,2,NV6489,2018/1/20,NV6714,2018/1/20
T2737,2,NV6489,2018/1/20,NV6714,2018/1/20
T2738,2,NV6489,2018/1/20,NV6811,2018/1/20
T2739,1,NV6489,2018/1/20,NV6811,2018/1/20
T2740,2,NV831,2018/1/20,NV860,2018/1/20
T2741,1,NV831,2018/1/20,NV6325,2018/1/20
T2742,1,NV831,2018/1/20,NV688,2018/1/20
T2743,2,NV831,2018/1/20,NV859,2018/1/20
T2744,1,NV831,2018/1/20,NV859,2018/1/20
T2745,2,NV831,2018/1/20,NV6544,2018/1/20
T2746,2,NV831,2018/1/20,NV836,2018/1/20
T2747,2,NV831,2018/1/20,NV6714,2018/1/20
T2748,1,NV831,2018/1/20,NV6578,2018/1/20
T2749,2,NV831,2018/1/20,NV699,2018/1/20
T2750,1,NV831,2018/1/20,NV699,2018/1/20
T2751,1,NV831,2018/1/20,NV6642,2018/1/20
T2752,2,NV615,2018/1/20,NV6720,2018/1/20
T2753,2,NV615,2018/1/20,NV6720,2018/1/20
T2754,2,NV615,2018/1/20,NV6720,2018/1/20
T2755,2,NV615,2018/1/20,NV6720,2018/1/20
T2756,2,NV615,2018/1/20,NV6720,2018/1/20
T2757,2,NV615,2018/1/20,NV6720,2018/1/20
T2758,2,NV615,2018/1/20,NV6720,2018/1/20
T2759,2,NV615,2018/1/20,NV6720,2018/1/20
T2760,2,NV615,2018/1/20,NV6720,2018/1/20
T2761,2,NV615,2018/1/20,NV6720,2018/1/20
T2762,2,NV615,2018/1/20,NV6325,2018/1/20
T2763,2,NV615,2018/1/20,NV688,2018/1/20
T2764,2,NV615,2018/1/20,NV688,2018/1/20
T2765,2,NV615,2018/1/20,NV688,2018/1/20
T2766,1,NV615,2018/1/20,NV688,2018/1/20
T2767,1,NV615,2018/1/20,NV6578,2018/1/20
T2768,2,NV3421,2018/1/20,NV658,2018/1/20
T2769,2,NV3421,2018/1/20,NV658,2018/1/20
T2770,2,NV3421,2018/1/20,NV658,2018/1/20
T2771,2,NV3421,2018/1/20,NV658,2018/1/20
T2772,2,NV3421,2018/1/20,NV658,2018/1/20
T2773,1,NV6525,2018/1/20,NV688,2018/1/20
T2774,1,NV6739,2018/1/20,NV6486,2018/1/20
T2775,2,NV6739,2018/1/20,NV688,2018/1/20
T2776,2,NV6739,2018/1/20,NV836,2018/1/20
T2777,1,NV6739,2018/1/20,NV826,2018/1/20
T2778,2,NV6739,2018/1/20,NV6811,2018/1/20
T2779,1,NV6739,2018/1/20,NV6811,2018/1/20
T2780,1,NV6739,2018/1/20,NV654,2018/1/20
T2781,2,NV399,2018/1/20,NV688,2018/1/20
T2782,1,NV399,2018/1/20,NV688,2018/1/20
T2783,2,NV399,2018/1/20,NV6528,2018/1/20
T2784,2,NV399,2018/1/20,NV699,2018/1/20
T2785,1,NV3622,2018/1/20,NV688,2018/1/20
T2786,1,NV6663,2018/1/20,NV6472,2018/1/20
T2787,2,NV6663,2018/1/20,NV392,2018/1/20
T2788,1,NV6663,2018/1/20,NV3652,2018/1/20
T2789,1,NV6663,2018/1/20,NV654,2018/1/20
T2790,1,NV859,2018/1/20,NV308,2018/1/20
T2791,2,NV859,2018/1/20,NV688,2018/1/20
T2792,1,NV859,2018/1/20,NV688,2018/1/20
T2793,2,NV859,2018/1/20,NV836,2018/1/20
T2794,1,NV859,2018/1/20,NV836,2018/1/20
T2795,1,NV859,2018/1/20,NV3655,2018/1/20
T2796,2,NV859,2018/1/20,NV6478,2018/1/20
T2797,2,NV859,2018/1/20,NV6811,2018/1/20
T2798,1,NV859,2018/1/20,NV6811,2018/1/20
T2799,2,GN0641,2018/1/20,NV664,2018/1/21
T2800,2,NV6497,2018/1/20,NV846,2018/1/21
T2801,1,NV3119,2018/1/20,NV6325,2018/1/20
T2802,2,NV3119,2018/1/20,NV6714,2018/1/20
T2803,2,NV3119,2018/1/20,NV6714,2018/1/20
T2804,2,NV3119,2018/1/20,NV6714,2018/1/20
T2805,2,NV3119,2018/1/20,NV6714,2018/1/20
T2806,1,NV3119,2018/1/20,NV6714,2018/1/20
T2807,1,NV3119,2018/1/20,NV6578,2018/1/20
T2808,2,NV3119,2018/1/20,NV6632,2018/1/20
T2809,2,NV3119,2018/1/20,NV6632,2018/1/20
T2810,2,NV3119,2018/1/20,NV6632,2018/1/20
T2811,2,NV3119,2018/1/20,NV6632,2018/1/20
T2812,2,NV3119,2018/1/20,NV6632,2018/1/20
T2813,2,NV3119,2018/1/20,NV6632,2018/1/20
T2814,2,NV3119,2018/1/20,NV6632,2018/1/20
T2815,2,NV3119,2018/1/20,NV6632,2018/1/20
T2816,2,NV3119,2018/1/20,NV6632,2018/1/20
T2817,2,NV3119,2018/1/20,NV6652,2018/1/20
T2818,2,NV3119,2018/1/20,NV6652,2018/1/20
T2819,2,NV3119,2018/1/20,NV6652,2018/1/20
T2820,2,NV6714,2018/1/20,NV6720,2018/1/20
T2821,1,NV6714,2018/1/20,NV6720,2018/1/20
T2822,1,NV6714,2018/1/20,NV6325,2018/1/20
T2823,1,NV6714,2018/1/20,NV688,2018/1/20
T2824,2,NV6714,2018/1/20,NV6632,2018/1/20
T2825,2,NV6714,2018/1/20,NV6632,2018/1/20
T2826,1,NV6714,2018/1/20,NV6632,2018/1/20
T2827,1,NV337,2018/1/20,NV688,2018/1/20
T2828,1,NV337,2018/1/20,NV6642,2018/1/20
T2829,1,NV6199,2018/1/20,NV6578,2018/1/20
T2830,1,NV6199,2018/1/20,NV6772,2018/1/20
T2831,2,NV6199,2018/1/20,NV6642,2018/1/20
T2832,1,NV6199,2018/1/20,NV6642,2018/1/20
T2833,2,NV6199,2018/1/20,NV6652,2018/1/20
T2834,2,NV6199,2018/1/20,NV654,2018/1/20
T2835,2,NV6199,2018/1/20,NV654,2018/1/20
T2836,2,NV6199,2018/1/20,NV654,2018/1/20
T2837,1,NV6199,2018/1/20,NV840,2018/1/21
T2838,2,NV673,2018/1/20,NV6325,2018/1/20
T2839,2,NV673,2018/1/20,NV6297,2018/1/20
T2840,2,NV673,2018/1/20,NV6714,2018/1/20
T2841,2,NV673,2018/1/20,NV6714,2018/1/20
T2842,2,NV673,2018/1/20,NV6714,2018/1/20
T2843,2,NV673,2018/1/20,NV6714,2018/1/20
T2844,2,NV673,2018/1/20,NV6714,2018/1/20
T2845,1,NV673,2018/1/20,NV6714,2018/1/20
T2846,2,NV673,2018/1/20,NV3655,2018/1/20
T2847,2,NV673,2018/1/20,NV6528,2018/1/20
T2848,2,NV673,2018/1/20,NV6528,2018/1/20
T2849,1,NV673,2018/1/20,NV6528,2018/1/20
T2850,2,NV673,2018/1/20,NV6578,2018/1/20
T2851,2,NV673,2018/1/20,NV6578,2018/1/20
T2852,2,NV673,2018/1/20,NV6578,2018/1/20
T2853,2,NV673,2018/1/20,NV6578,2018/1/20
T2854,1,NV673,2018/1/20,NV6642,2018/1/20
T2855,2,NV673,2018/1/20,NV6811,2018/1/20
T2856,2,NV673,2018/1/20,NV6811,2018/1/20
T2857,2,NV673,2018/1/20,NV6652,2018/1/20
T2858,2,NV673,2018/1/20,NV6652,2018/1/20
T2859,1,NV673,2018/1/20,NV6652,2018/1/20
T2860,1,NV673,2018/1/20,NV3993,2018/1/20
T2861,2,NV673,2018/1/20,NV664,2018/1/21
T2862,2,NV673,2018/1/20,NV664,2018/1/21
T2863,2,NV673,2018/1/20,NV664,2018/1/21
T2864,2,NV673,2018/1/20,NV664,2018/1/21
T2865,1,NV673,2018/1/20,NV664,2018/1/21
T2866,2,NV673,2018/1/20,NV320,2018/1/21
T2867,2,NV673,2018/1/20,NV320,2018/1/21
T2868,2,NV673,2018/1/20,NV320,2018/1/21
T2869,2,NV673,2018/1/20,NV320,2018/1/21
T2870,2,NV673,2018/1/20,NV320,2018/1/21
T2871,2,NV633,2018/1/20,NV6544,2018/1/20
T2872,1,NV633,2018/1/20,NV6544,2018/1/20
T2873,1,NV633,2018/1/20,GN0428,2018/1/20
T2874,2,NV633,2018/1/20,NV6714,2018/1/20
T2875,1,NV633,2018/1/20,NV6714,2018/1/20
T2876,1,NV633,2018/1/20,NV3655,2018/1/20
T2877,2,NV633,2018/1/20,NV6478,2018/1/20
T2878,2,NV633,2018/1/20,NV6478,2018/1/20
T2879,1,NV633,2018/1/20,NV6642,2018/1/20
T2880,2,NV633,2018/1/20,NV3993,2018/1/20
